	S12	S10	S11	S1	S28	S8	S20	S15	S39	S27	S21	S3	S32	S14	S9	S25	S33	S34	S4	S40	S37	S19	S30	S22	S26	S16	S2	S36	S7	S6	S17	S5	S35	S38	S23	S18	S24	S31	S29	S13
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	0	0	4.85317	4.68616	0	0	0	4.08198	0	0	0	0	4.13108	2.33198	5.69788	0	0	0	0	0	0	0	0	0.74533	0	5.42392	0	0	7.62367	0	1.29087	0	0	0	2.70174	2.38872	6.99653	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis	0	0	4.85317	4.68616	0	0	0	4.08198	0	0	0	0	4.13108	2.33198	5.69788	0	0	0	0	0	0	0	0	0.74533	0	5.42392	0	0	7.62367	0	1.29087	0	0	0	2.70174	2.38872	6.99653	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis|t__GCF_000296465	0	0	4.85317	4.68616	0	0	0	4.08198	0	0	0	0	4.13108	2.33198	5.69788	0	0	0	0	0	0	0	0	0.74533	0	5.42392	0	0	7.62367	0	1.29087	0	0	0	2.70174	2.38872	6.99653	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter	0	2.16307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus	0	2.16307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus|t__GCF_000473955	0	2.16307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	0	0	1.10983	0	0	0	0	1.39853	0.4791	0	0	0	1.49345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71917	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_unclassified	0	0	1.10983	0	0	0	0	1.39853	0.4791	0	0	0	1.49345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71917	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	0	0	3.39013	0	0	44.50143	4.90233	0	4.53135	0	0	8.92488	12.49836	0.59176	11.90065	44.50143	9.09728	0	0	6.11416	1.2993	0	0	0	0	5.47896	0	0	8.48449	0	3.0898	13.03903	3.4743	0	0	6.09875	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0	0	0	0	0	9.1447	0	0	0.89098	0	0	2.82407	9.20299	0	1.89866	9.1447	2.84328	0	0	1.89506	0	0	0	0	0	1.1641	0	0	0	0	1.02232	0	0	0	0	0.67537	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__Parabacteroides_distasonis_unclassified	0	0	0	0	0	9.1447	0	0	0.89098	0	0	2.82407	9.20299	0	1.89866	9.1447	2.84328	0	0	1.89506	0	0	0	0	0	1.1641	0	0	0	0	1.02232	0	0	0	0	0.67537	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0.20784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__Parabacteroides_goldsteinii_unclassified	0	0	0	0	0	0	0	0	0	0	0	0.20784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae	0	0	3.39013	0	0	0	4.90233	0	2.59144	0	0	0.36509	0	0.40386	10.00199	0	2.23063	0	0	0	0.3146	0	0	0	0	3.39259	0	0	0.71862	0	0	0	3.4743	0	0	4.76919	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified	0	0	3.39013	0	0	0	4.90233	0	2.59144	0	0	0.36509	0	0.40386	10.00199	0	2.23063	0	0	0	0.3146	0	0	0	0	3.39259	0	0	0.71862	0	0	0	3.4743	0	0	4.76919	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified	0	0	0	0	0	35.35672	0	0	1.04893	0	0	5.52789	3.29537	0.1879	0	35.35672	4.02337	0	0	4.21909	0.9847	0	0	0	0	0.92227	0	0	7.76588	0	2.06747	13.03903	0	0	0	0.65418	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0	0	0	5.49083	0	0	0	0	4.94084	0	0	0	0	0.68037	0	0	0	0	0	0	0	2.8526	0	0	0	4.76429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97252	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1942	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__GCF_000233955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1942	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0	0	0	5.49083	0	0	0	0	4.94084	0	0	0	0	0.68037	0	0	0	0	0	0	0	2.8526	0	0	0	1.79177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	0	0	5.49083	0	0	0	0	4.94084	0	0	0	0	0.68037	0	0	0	0	0	0	0	2.8526	0	0	0	1.79177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri|t__GCF_000157935	0	0	0	5.49083	0	0	0	0	4.94084	0	0	0	0	0.68037	0	0	0	0	0	0	0	2.8526	0	0	0	1.79177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	12.43193	3.90671	2.37176	2.15707	0	0	3.76658	16.45098	4.71353	0	0	1.41213	2.82698	0.40142	5.10863	0	0	0	0	11.53715	0	0	0	0	0	1.9365	0	0	5.59145	0	3.90374	12.01399	0	0	2.92169	3.10741	0.12286	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	12.43193	3.90671	2.37176	2.15707	0	0	3.76658	16.45098	4.71353	0	0	1.41213	2.82698	0.40142	5.10863	0	0	0	0	11.53715	0	0	0	0	0	1.9365	0	0	5.59145	0	3.90374	12.01399	0	0	2.92169	3.10741	0.12286	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0	0	0	0	0	0	0	0.58358	1.81421	0	0	0.08199	0.14741	0	0	0	0	0	0	3.11796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13859	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__GCF_000265365	0	0	0	0	0	0	0	0.58358	1.81421	0	0	0.08199	0.14741	0	0	0	0	0	0	3.11796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13859	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	0	0	0	1.56817	0	0	0.06263	7.71742	1.34151	0	0	0	0	0	0.0543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56454	0	0	0	0.24926	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__GCF_000374505	0	0	0	1.56817	0	0	0.06263	7.71742	1.34151	0	0	0	0	0	0.0543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56454	0	0	0	0.24926	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	12.07927	3.90671	2.37176	0	0	0	2.87381	8.14998	0	0	0	0	2.67957	0.36279	5.05433	0	0	0	0	8.41919	0	0	0	0	0	1.12143	0	0	5.59145	0	3.3392	12.01399	0	0	2.53383	3.10741	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__GCF_000154465	12.07927	3.90671	2.37176	0	0	0	2.87381	8.14998	0	0	0	0	2.67957	0.36279	5.05433	0	0	0	0	8.41919	0	0	0	0	0	1.12143	0	0	5.59145	0	3.3392	12.01399	0	0	2.53383	3.10741	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.35265	0	0	0	0	0	0	0	0	0	0	0	0	0.03864	0	0	0	0	0	0	0	0	0	0	0	0.45919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__GCF_000210575	0.35265	0	0	0	0	0	0	0	0	0	0	0	0	0.03864	0	0	0	0	0	0	0	0	0	0	0	0.45919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_unclassified	0	0	0	0.5889	0	0	0.83015	0	1.55781	0	0	1.33014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35588	0	0	0	0	0	0	0	0	0	0	0.12286	0	0	0
k__Bacteria|p__Firmicutes	24.95265	12.28946	21.86961	41.91866	48.10004	33.519	31.04898	31.20408	32.3662	46.65523	39.02844	23.37287	14.82128	5.09365	14.84003	33.519	22.55695	0	15.90775	38.33088	53.62305	15.62431	63.17439	21.36881	52.73905	44.24747	5.93091	47.86594	18.5205	0	29.14233	25.73145	46.09411	0	9.36731	7.54306	20.41588	1.53971	71.19403	1.56186
k__Bacteria|p__Firmicutes|c__Bacilli	0	0	0	0	0	0	0	0	0	2.92617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0	0	0	0	0	0	0	0	0	2.92617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0	0	0	0	0	0	0	0	0	2.92617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0	0	0	0	0	0	0	0	0	2.92617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	2.92617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae|t__Streptococcus_mitis_oralis_pneumoniae_unclassified	0	0	0	0	0	0	0	0	0	2.92617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia	24.95265	12.28946	21.86961	41.91866	48.10004	33.519	31.04898	29.92973	31.94624	32.86037	36.91147	23.37287	14.82128	5.0819	14.7077	33.519	22.55695	0	15.90775	38.17614	53.62305	15.62431	63.17439	21.36881	51.23719	39.36197	4.92903	47.86594	17.63	0	28.53614	25.73145	42.08572	0	9.36731	7.54306	20.41588	1.25782	71.19403	0.36406
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	24.95265	12.28946	21.86961	41.91866	48.10004	33.519	31.04898	29.92973	31.94624	32.86037	36.91147	23.37287	14.82128	5.0819	14.7077	33.519	22.55695	0	15.90775	38.17614	53.62305	15.62431	63.17439	21.36881	51.23719	39.36197	4.92903	47.86594	17.63	0	28.53614	25.73145	42.08572	0	9.36731	7.54306	20.41588	1.25782	71.19403	0.36406
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0	0	0.98721	0	0	1.69612	0	0	2.97435	10.85692	0	0.17559	0	0	0	1.69612	0	0	0	6.37006	1.86459	0	0	3.01502	24.74887	0	0.1682	3.65579	0	0	0	3.70085	1.58351	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname	0	0	0	0	0	0	0	0	0	0	0	0.11206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118	0	0	0	0	0	0	0	0	0	0	0	0.11206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118|t__GCF_000313565	0	0	0	0	0	0	0	0	0	0	0	0.11206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	0	0	0.98721	0	0	1.69612	0	0	2.97435	10.85692	0	0.06353	0	0	0	1.69612	0	0	0	6.37006	1.86459	0	0	3.01502	24.74887	0	0.1682	3.65579	0	0	0	3.70085	1.58351	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme	0	0	0	0	0	0	0	0	0.0722	0	0	0	0	0	0	0	0	0	0	1.03075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme|t__GCF_000158075	0	0	0	0	0	0	0	0	0.0722	0	0	0	0	0	0	0	0	0	0	1.03075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae	0	0	0	0	0	0	0	0	0.33433	0	0	0.04656	0	0	0	0	0	0	0	0	0	0	0	0	0.53601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae|t__Clostridium_bolteae_unclassified	0	0	0	0	0	0	0	0	0.33433	0	0	0.04656	0	0	0	0	0	0	0	0	0	0	0	0	0.53601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1682	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum|t__GCF_000320405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1682	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17742	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme|t__Clostridium_clostridioforme_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17742	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile	0	0	0	0	0	1.69612	0	0	0	0	0	0	0	0	0	1.69612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70085	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile|t__GCF_000156035	0	0	0	0	0	1.69612	0	0	0	0	0	0	0	0	0	1.69612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70085	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	5.17996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens|t__Clostridium_perfringens_unclassified	0	0	0	0	0	0	0	0	0	5.17996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum	0	0	0.98721	0	0	0	0	0	2.56781	5.67696	0	0.01698	0	0	0	0	0	0	0	5.33932	1.86459	0	0	3.01502	24.21286	0	0	3.65579	0	0	0	0	1.40609	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum|t__Clostridium_symbiosum_unclassified	0	0	0.98721	0	0	0	0	0	2.56781	5.67696	0	0.01698	0	0	0	0	0	0	0	5.33932	1.86459	0	0	3.01502	24.21286	0	0	3.65579	0	0	0	0	1.40609	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38848	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38848	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67197	0	0	0	0	0	0	0	0	0	0.81913	0	0	0	0	0	0	0	0.03586	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA|t__GCF_000155435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67197	0	0	0	0	0	0	0	0	0	0.633	0	0	0	0	0	0	0	0.03586	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67197	0	0	0	0	0	0	0	0	0	0.633	0	0	0	0	0	0	0	0.03586	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii|t__GCF_000239295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67197	0	0	0	0	0	0	0	0	0	0.633	0	0	0	0	0	0	0	0.03586	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.52253	0	0	1.2458	0	0	1.68717	2.92225	0	0	0	0	0	0	1.00483	0	0	0	0	0	2.2906	0	0	0	2.7517	1.15679	0.48593	0	0	0	1.77572	0	2.1982	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	0.52253	0	0	1.2458	0	0	1.68717	2.92225	0	0	0	0	0	0	1.00483	0	0	0	0	0	2.2906	0	0	0	2.7517	1.15679	0.48593	0	0	0	1.77572	0	2.1982	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	0	0	0	0	0	0	0	0.69151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60747	0.48593	0	0	0	0	0	0.10954	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__GCF_000146185	0	0	0	0	0	0	0	0.69151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60747	0.48593	0	0	0	0	0	0.10954	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17812	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii|t__GCF_000173975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17812	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54933	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__GCF_000469345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54933	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	0.52253	0	0	1.2458	0	0	1.68717	2.10347	0	0	0	0	0	0	1.00483	0	0	0	0	0	2.2906	0	0	0	2.7517	0	0	0	0	0	0.63543	0	1.2419	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale|t__Eubacterium_rectale_unclassified	0.52253	0	0	1.2458	0	0	1.68717	2.10347	0	0	0	0	0	0	1.00483	0	0	0	0	0	2.2906	0	0	0	2.7517	0	0	0	0	0	0.63543	0	1.2419	0	0	0	0	0	0	0
